32,1,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,0,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,1,0,0.016
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,2,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,3,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,4,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,5,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,6,0,0.008
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,7,0,0.008
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,8,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,9,0,0.008
32,1,8,[timeout 30 ./minisatrun.sh],none,0,0,0.016
32,1,8,[timeout 30 ./minisatrun.sh],none,1,0,0.008
32,1,8,[timeout 30 ./minisatrun.sh],none,2,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],none,3,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],none,4,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],none,5,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],none,6,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],none,7,0,0.008
32,1,8,[timeout 30 ./minisatrun.sh],none,8,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],none,9,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-x-y,0,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-x-y,1,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-x-y,2,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-x-y,3,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-x-y,4,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-x-y,5,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-x-y,6,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-x-y,7,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-x-y,8,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-x-y,9,0,0.016
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-y-x,0,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-y-x,1,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-y-x,2,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-y-x,3,0,0.008
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-y-x,4,0,0.016
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-y-x,5,0,0.008
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-y-x,6,0,0.016
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-y-x,7,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-y-x,8,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],rlast-S-y-x,9,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-x-y,0,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-x-y,1,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-x-y,2,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-x-y,3,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-x-y,4,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-x-y,5,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-x-y,6,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-x-y,7,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-x-y,8,0,0.012
32,1,8,[timeout 30 ./minisatrun.sh],r0-S-x-y,9,0,0.012
32,2,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,0,7,0.044
32,2,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,1,6,0.04
32,2,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,2,4,0.044
32,2,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,3,5,0.052
32,2,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,4,10,0.044
32,2,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,5,3,0.052
32,2,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,6,3,0.04
32,2,8,[timeout 30 ./minisatrun.sh],r0-S-y-x,7,5,0.04
