24,6.372
0,0
1,0.012
2,0.04
3,0.096
4,0.196
5,2.116
6,1.524
7,1.672
8,3.844
9,2.88
10,2.284
11,2.528
12,2.908
13,10.364
14,3.052
15,5.024
16,1.052
17,2.728
18,5.756
19,13.268
20,15.376
21,15.748
22,6.036
23,9.292
24,6.32
0,0
1,0.016
2,0.044
3,0.108
4,0.388
5,0.356
6,0.332
7,0.532
8,5.588
9,1.228
10,9.08
11,4.532
12,1.032
13,3.288
14,6.684
15,1.284
16,18.116
17,4.944
18,2.868
19,8.16
20,5.908
21,4.852
22,2.3
23,4.776
24,8.004
0,0
1,0.012
2,0.048
3,0.16
4,0.74
5,1.056
6,1.056
7,6.58
8,0.524
9,4.648
10,1.412
11,1.804
12,4.7
13,5.732
14,3.74
15,7.144
16,6.48
17,1.18
18,6.992
19,1.392
20,9.636
21,3.184
22,23.084
23,7.748
24,4.476
0,0
1,0.012
2,0.048
3,0.152
4,0.236
5,0.456
6,1.32
7,3.244
8,0.92
9,1.376
10,5.48
11,0.984
12,5.22
13,18.36
14,2.508
15,6.216
16,6.912
17,7.552
18,10.236
19,7.396
20,4.44
21,13.372
22,1.968
23,5.572
24,8.732
0,0
1,0.008
2,0.048
3,0.124
4,0.392
5,0.456
6,1.632
7,0.484
8,0.552
9,2.076
10,8.928
11,1.372
12,1.368
13,9.132
14,13.668
15,4.648
16,1.184
17,8.224
18,3.24
19,5.86
20,1.792
21,6.108
22,18.564
23,7.384
24,3.428
0,0
1,0.012
2,0.048
3,0.152
4,1.056
5,0.324
6,0.384
7,3.944
8,1.356
9,1.8
10,5.412
11,1.808
12,3.628
13,7.72
14,4.872
15,4.02
16,1.596
17,3.864
18,1.82
19,4.096
20,6.22
21,6.468
22,3.432
23,12.88
24,5.356
0,0
1,0.012
2,0.048
3,0.104
4,0.38
5,0.548
6,0.384
7,2.068
8,3.636
9,0.98
10,1.832
11,2.704
12,4.836
13,6.616
14,1.804
15,3.336
16,13.608
17,3.268
18,19.948
19,2.184
20,9.784
21,5.14
22,4.848
23,16.392
24,16.088
0,0
1,0.016
2,0.052
3,0.136
4,0.468
5,0.324
6,0.756
7,6.832
8,2.508
9,1.692
10,7.076
11,0.772
12,1.552
13,5.768
14,1.004
15,19.032
16,9.42
17,12.632
18,14.152
19,5.672
20,16.744
21,3.648
22,4.024
23,6.46
24,13.768
0,0
1,0.012
2,0.048
3,0.2
4,0.472
5,0.932
6,0.784
7,0.716
8,3.1
9,2.708
10,0.612
11,1.644
12,1.884
13,1.32
14,9.74
15,2.544
16,7.784
17,3.012
18,15.672
19,31.86
20,15.444
21,4.544
22,13.996
23,4.472
24,4.416
0,0
1,0.008
2,0.048
3,0.124
4,0.352
5,0.356
6,0.624
7,0.572
8,1.264
9,0.536
10,0.696
11,2.216
12,7.192
13,3.736
14,2.404
15,15.764
16,31.552
17,9.616
18,15.572
19,21.32
20,16.18
21,10.48
22,2.088
23,4.784
24,6.368
0,0
1,0.012
2,0.052
3,0.104
4,0.54
5,0.704
6,1.004
7,1.556
8,0.588
9,4.22
10,1.548
11,0.808
12,11.844
13,4.356
14,3.832
15,3.728
16,9.612
17,5.164
18,19.324
19,2.312
20,11.332
21,9.896
22,2.68
23,3.768
24,6.852
0,0
1,0.012
2,0.052
3,0.172
4,0.204
5,0.748
6,3.876
7,2.372
8,4.852
9,2.152
10,0.78
11,3.496
12,2.584
13,6.3
14,4.636
15,8.516
16,1.288
17,12.58
18,14.996
19,1.688
20,17.212
21,6.776
22,3.108
23,9.852
24,7.716
0,0
1,0.012
2,0.044
3,0.14
4,0.328
5,0.336
6,0.96
7,0.468
8,0.508
9,5.996
10,2.688
11,1.048
12,3.7
13,4.572
14,23.048
15,6.288
16,2.344
17,1.556
18,3.732
19,8.288
20,5.644
21,7.696
22,16.156
23,3.64
24,17.8
0,0.004
1,0.008
2,0.048
3,0.12
4,0.224
5,0.424
6,2.408
7,0.364
8,3.076
9,1.848
10,11.16
11,3.668
12,1.916
13,13.74
14,1.904
15,10.724
16,4.908
17,3.984
18,9.336
19,15.396
20,4.124
21,4.032
22,2.044
23,11.28
24,8.316
0,0.004
1,0.016
2,0.04
3,0.1
4,0.3
5,0.7
6,1.916
7,2.464
8,0.616
9,1.848
10,8.84
11,3.26
12,1.42
13,10.824
14,1.596
15,2.092
16,3.276
17,15.784
18,19.656
19,2.368
20,3.44
21,8.112
22,12.36
23,24.076
24,11.812
0,0
1,0.012
2,0.048
3,0.12
4,0.46
5,0.336
6,0.504
7,0.864
8,3.004
9,1.108
10,3.784
11,2.544
12,1.696
13,1.872
14,35.492
15,8.856
16,4.112
17,2.492
18,19.204
19,9.184
20,7.268
21,6.948
22,11.616
23,22.26
24,8.696
0,0
1,0.012
2,0.048
3,0.104
4,0.544
5,1.012
6,0.436
7,3.432
8,1.948
9,3.332
10,1.908
11,2.844
12,1.808
13,4.96
14,3.576
15,12.76
16,1.492
17,14.248
18,5.24
19,6.344
20,1.98
21,14.688
22,3.06
23,2.628
24,2.208
0,0
1,0.008
2,0.048
3,0.112
4,0.336
5,0.804
6,1.14
7,4.088
8,0.516
9,6.812
10,4.54
11,7.248
12,4.04
13,1.088
14,9.812
15,14.808
16,9.364
17,16.712
18,4.388
19,9.624
20,4.084
21,5.256
22,5.912
23,11.62
24,3.672
0,0
1,0.012
2,0.04
3,0.156
4,0.244
5,0.9
6,0.456
7,0.668
8,0.532
9,0.668
10,1.468
11,4.32
12,5.184
13,8.032
14,3.104
15,3.304
16,19.004
17,18.884
18,8.532
19,1.972
20,8.824
21,8.084
22,9.484
23,5.024
24,21.684
0,0
1,0.016
2,0.044
3,0.1
4,0.584
5,0.42
6,0.76
7,3.22
8,3.816
9,6.408
10,7.352
11,1.98
12,3.996
13,23.712
14,1.6
15,15.308
16,5.584
17,3.88
18,5.02
19,2.744
20,1.828
21,3.46
22,9.596
23,9.876
24,14.104
0,0
1,0.016
2,0.048
3,0.092
4,0.456
5,0.708
6,0.468
7,1.796
8,6.196
9,3.164
10,1.104
11,3.884
12,1.452
13,5.248
14,6.748
15,4.164
16,1.336
17,4.496
18,9.248
19,8.76
20,11.948
21,9.696
22,6.256
23,3.664
24,5.26
0,0
1,0.012
2,0.044
3,0.1
4,0.34
5,2.252
6,0.588
7,3.732
8,4.02
9,13.356
10,2.64
11,1.084
12,1.404
13,1.276
14,2.072
15,8.404
16,19.332
17,2.504
18,11.824
19,10.164
20,12.004
21,24.544
22,7.952
23,22.6
24,1.932
0,0
1,0.016
2,0.048
3,0.156
4,0.388
5,0.452
6,0.58
7,1.128
8,1.468
9,6.336
10,4.296
11,1.736
12,2.768
13,2.06
14,4.664
15,11.032
16,7.704
17,22.872
18,5.512
19,12.512
20,3.28
21,47.764
22,7.216
23,15.652
24,11.716
0,0.004
1,0.012
2,0.044
3,0.164
4,0.244
5,0.268
6,0.32
7,1.088
8,1.068
9,1.18
10,1.58
11,2.18
12,5.2
13,1.848
14,4.208
15,1.196
16,1.188
17,7.04
18,13.128
19,25.196
20,11.232
21,3.896
22,8.46
23,2.184
24,3.192
0,0
1,0.012
2,0.052
3,0.1
4,0.272
5,0.94
6,2.992
7,1.38
8,2.572
9,1.372
10,5.38
11,3.152
12,7.344
13,1.832
14,3.556
15,8.052
16,4.236
17,10.528
18,6.728
19,3.24
20,2.624
21,3.44
22,11.84
23,11.764
24,6.064
0,0.004
1,0.016
2,0.048
3,0.1
4,0.232
5,0.764
6,0.46
7,0.972
8,1.624
9,1.528
10,3.04
11,1.032
12,2.9
13,7.272
14,5.012
15,4.032
16,5.808
17,17.908
18,3.208
19,10.588
20,4.196
21,2.516
22,4.728
23,18.772
24,2.472
0,0
1,0.012
2,0.044
3,0.208
4,0.216
5,0.388
6,0.592
7,3.26
8,3.044
9,1.168
10,2.776
11,4.04
12,1.476
13,5.708
14,21.584
15,2.396
16,18.864
17,6.328
18,14.328
19,2.856
20,4.788
21,3.508
22,13.76
23,5.348
24,5.336
0,0
1,0.012
2,0.048
3,0.112
4,0.272
5,0.68
6,0.56
7,0.72
8,6.852
9,7.028
10,1.904
11,9.804
12,1.124
13,7.396
14,1.804
15,5.524
16,6.816
17,6.74
18,3.788
19,19.76
20,6.036
21,12.596
22,16.032
23,9.484
24,18.468
0,0
1,0.012
2,0.048
3,0.128
4,0.288
5,0.348
6,0.76
7,2.472
8,1.444
9,1.18
10,1.712
11,3.916
12,1.364
13,3.076
14,7.608
15,6.844
16,1.428
17,9.776
18,5.324
19,3.58
20,5.528
21,18.676
22,11.444
23,7.436
24,2.764
0,0
1,0.016
2,0.048
3,0.132
4,0.34
5,0.428
6,2.844
7,6.096
8,0.792
9,6.04
10,11.42
11,1.632
12,5.236
13,0.94
14,0.988
15,2.544
16,1.96
17,2.436
18,5.724
19,8.06
20,4.884
21,3.46
22,9.784
23,11.372
24,5.708
0,0.004
1,0.016
2,0.044
3,0.14
4,0.292
5,1.384
6,0.476
7,7.992
8,2.888
9,0.704
10,3.06
11,4.248
12,2.516
13,3.1
14,10.244
15,8.624
16,1.596
17,6.652
18,8.684
19,5.436
20,4.576
21,2.876
22,16.776
23,3.604
24,5.504
0,0
1,0.012
2,0.048
3,0.112
4,0.384
5,0.432
6,0.428
7,2.26
8,4.972
9,3.868
10,0.792
11,8.64
12,3.696
13,7.804
14,5.648
15,2.808
16,7.064
17,3.352
18,5.184
19,14
20,10.288
21,1.812
22,8.84
23,20.46
24,2.068
0,0
1,0.012
2,0.052
3,0.136
4,0.312
5,0.712
6,2.344
7,0.884
8,2.1
9,11.536
10,3.712
11,3.972
12,2.868
13,0.848
14,3.34
15,1.02
16,5.264
17,2.416
18,8.184
19,3.264
20,14.396
21,10.188
22,4.5
23,15.128
24,2.448
0,0
1,0.012
2,0.052
3,0.1
4,0.408
5,0.296
6,0.316
7,4.024
8,1.604
9,0.532
10,0.676
11,3.088
12,3.408
13,4.16
14,1.672
15,1.344
16,1.444
17,1.872
18,10.696
19,4.564
20,4.78
21,11.668
22,4.116
23,39.74
24,11.3
0,0
1,0.012
2,0.052
3,0.1
4,0.324
5,0.344
6,0.588
7,3.676
8,8.364
9,4.276
10,1.3
11,8.228
12,0.82
13,3.996
14,2.672
15,9.288
16,3.12
17,6.684
18,1.664
19,1.968
20,5.096
21,6.836
22,2.692
23,11.776
24,5.564
0,0
1,0.012
2,0.04
3,0.144
4,0.376
5,0.284
6,1.212
7,2.876
8,8.012
9,6.304
10,7.824
11,7.436
12,1.76
13,4.804
14,0.924
15,9.012
16,2.064
17,2.028
18,30.36
19,36.72
20,5.512
21,9.02
22,5.708
23,2.112
24,5.884
0,0
1,0.012
2,0.052
3,0.088
4,0.436
5,1.116
6,1.748
7,1.74
8,0.568
9,2.076
10,3.572
11,5.36
12,5.676
13,3.22
14,5.572
15,13.24
16,8.956
17,2.344
18,2.936
19,8.516
20,3.892
21,24.36
22,11.476
23,6.384
24,5.672
0,0
1,0.012
2,0.048
3,0.144
4,0.428
5,1.476
6,1.172
7,1.364
8,0.976
9,7.732
10,10.704
11,2.72
12,7.824
13,3.42
14,2.916
15,4.728
16,4.66
17,4.956
18,2.632
19,3.18
20,5.512
21,6.384
22,8.54
23,4.812
24,3.18
0,0
1,0.012
2,0.04
3,0.176
4,0.408
5,0.384
6,0.508
7,2.048
8,7.236
9,4.604
10,2.344
11,1.684
12,1.884
13,2.792
14,8.048
15,4.26
16,15.144
17,1.476
18,1.652
19,3.828
20,7.532
21,13.516
22,46.1
23,10.884
24,5.82
0,0
1,0.012
2,0.044
3,0.108
4,0.728
5,1.064
6,2.032
7,4.416
8,0.604
9,6.304
10,1.284
11,2.172
12,3.432
13,3.176
14,6.524
15,1.908
16,3.484
17,18.808
18,17.124
19,1.824
20,19.724
21,2.304
22,14.312
23,5.228
24,28.1
0,0.004
1,0.012
2,0.048
3,0.16
4,0.208
5,0.776
6,0.988
7,1.356
8,1.572
9,1.34
10,1.136
11,2.244
12,2.124
13,1.792
14,4.984
15,2.832
16,2.364
17,20.624
18,4.34
19,16.68
20,1.38
21,11.504
22,2.036
23,11.176
24,8.792
0,0
1,0.012
2,0.048
3,0.116
4,0.224
5,0.392
6,2.284
7,0.704
8,0.928
9,1.264
10,3.688
11,3.472
12,2.06
13,3.76
14,7.828
15,3.836
16,4.304
17,10.464
18,4.412
19,24.244
20,8.352
21,7.268
22,4.152
23,15.42
24,33.18
0,0
1,0.012
2,0.036
3,0.1
4,1.8
5,0.952
6,2.852
7,2.66
8,7.32
9,2.596
10,1.552
11,10.544
12,1.888
13,1.444
14,2.776
15,6.62
16,4.596
17,8.84
18,10.724
19,3.104
20,8.268
21,13.992
22,11.74
23,4.376
24,8.256
0,0
1,0.008
2,0.048
3,0.116
4,1.048
5,2.184
6,2.208
7,0.48
8,4.308
9,0.588
10,1.472
11,1.888
12,1.276
13,7.504
14,11.356
15,9.86
16,4.104
17,6.928
18,6.236
19,13.392
20,33.972
21,9.508
22,18.936
23,14.64
24,8.76
0,0
1,0.012
2,0.048
3,0.12
4,0.388
5,1.144
6,0.504
7,0.412
8,2.592
9,11.856
10,0.968
11,7.56
12,9.832
13,4.82
14,1.416
15,3.212
16,7.784
17,7.552
18,14.936
19,3.092
20,10.52
21,1.996
22,13.54
23,3.064
24,32.352
0,0
1,0.012
2,0.052
3,0.104
4,0.256
5,0.956
6,1.016
7,1.228
8,3.108
9,1.612
10,6.076
11,0.76
12,1.984
13,1.08
14,4.748
15,9.076
16,2.78
17,1.564
18,6.196
19,10.872
20,9.728
21,36.24
22,14.104
23,5.44
24,5.74
0,0.004
1,0.012
2,0.052
3,0.1
4,0.468
5,1
6,0.436
7,0.872
8,2.132
9,4.408
10,4.452
11,6.676
12,2.824
13,1.32
14,3.084
15,8.876
16,1.344
17,2.84
18,1.888
19,4.896
20,8.62
21,4.668
22,2.804
23,16.068
24,14.628
0,0
1,0.012
2,0.04
3,0.104
4,0.352
5,0.308
6,2.372
7,0.54
8,2.964
9,0.984
10,5.104
11,2.144
12,1.136
0,0
1,0.012
2,0.044
3,0.092
4,0.424
5,0.424
6,1.112
7,5.824
8,1.44
9,1.532
10,1.1
11,1.304
12,4.452
13,3.828
14,8.552
15,10.82
16,1.94
17,3.348
18,1.568
19,11.048
20,7.3
21,6.776
22,9.168
23,8.316
24,8.696
0,0
1,0.012
2,0.04
3,0.132
4,0.216
5,0.356
6,1.28
7,0.872
8,5.66
9,2.992
10,8.4
11,5.372
12,2.912
13,1.888
14,3.808
15,3.336
16,1.824
17,4.3
18,7.824
19,2.364
20,28.876
21,15.244
22,3.712
23,2.104
24,8.096
0,0.004
1,0.012
2,0.048
3,0.136
4,0.304
