rounds,time
19,1.05
18,0.21
17,0.41
16,0.67
15,0.26
14,0.70
13,0.15
12,0.30
11,0.30
10,0.16
9,0.13
8,0.14
7,0.11
6,0.12
5,0.06
4,0.06
3,0.06
2,0.04
1,0.05
0,0.05
80,10.20
79,6.25
78,5.95
77,5.90
76,4.58
75,5.71
74,2.68
73,10.99
72,2.37
71,4.00
70,1.69
69,1.30
68,4.24
67,15.20
66,1.31
65,5.24
64,0.67
63,5.69
62,1.69
61,2.13
60,9.13
59,0.71
58,3.70
57,0.99
56,3.46
55,2.85
54,1.96
53,0.82
52,1.28
51,1.38
50,0.66
49,5.94
48,1.88
47,4.06
46,0.76
45,2.82
44,2.29
43,2.23
42,0.44
41,1.32
40,1.40
39,0.88
38,1.49
37,0.44
36,1.03
35,0.69
34,1.39
33,1.03
32,0.57
31,1.51
30,0.60
29,1.19
28,0.44
27,0.34
26,0.61
25,0.24
24,0.71
23,0.29
22,1.10
21,0.57
20,0.35
19,0.30
18,0.75
17,0.19
16,0.24
15,0.99
14,0.30
13,0.16
12,0.27
11,0.09
10,0.12
9,0.14
8,0.10
7,0.21
6,0.08
5,0.07
4,0.07
3,0.06
2,0.04
1,0.04
0,0.05
80,4.28
79,6.28
78,1.58
77,1.60
76,4.67
75,4.55
74,15.31
73,1.07
72,6.83
71,4.30
70,4.94
69,5.30
68,1.51
67,1.54
66,3.57
65,13.46
64,1.61
63,9.68
62,1.23
61,1.23
60,5.34
59,0.85
58,1.32
57,0.91
56,4.14
55,4.77
54,1.84
53,6.53
52,0.80
51,0.66
50,5.54
49,1.58
48,3.33
47,0.69
46,1.18
45,2.83
44,1.47
43,0.57
42,1.36
41,0.55
40,1.07
39,1.01
38,0.41
37,0.42
36,0.65
35,1.29
34,0.46
33,1.25
32,0.36
31,0.36
30,1.10
29,1.37
28,0.70
27,0.63
26,0.32
25,0.52
24,0.35
23,1.00
22,0.32
21,0.71
20,0.62
19,0.24
18,0.39
17,0.20
16,0.26
15,0.32
14,0.33
13,0.26
12,0.30
11,0.26
10,0.10
9,0.17
8,0.10
7,0.07
6,0.08
5,0.07
4,0.06
3,0.06
2,0.06
1,0.05
0,0.05
80,32.48
79,3.60
78,1.24
77,3.24
76,7.00
75,0.96
74,3.90
73,2.57
72,13.33
71,3.08
70,3.70
69,0.86
68,4.16
67,1.01
66,1.66
65,0.91
64,2.07
63,12.29
62,14.84
61,1.26
60,4.28
59,0.75
58,6.50
57,0.76
56,4.25
55,7.56
54,1.45
53,2.34
52,1.70
51,8.69
50,0.96
49,1.40
48,1.49
47,3.30
46,2.59
45,2.12
44,0.49
43,2.67
42,1.53
41,0.49
40,1.67
39,1.78
38,1.66
37,1.55
36,0.96
35,2.62
34,0.52
33,2.61
32,0.44
31,0.73
30,0.70
29,0.48
28,0.77
27,0.39
26,0.26
25,0.42
24,0.43
23,1.29
22,0.76
21,0.32
20,0.30
19,0.16
18,0.49
17,0.46
16,0.61
15,0.81
14,0.18
13,0.19
12,0.19
11,0.25
10,0.18
9,0.12
8,0.16
7,0.07
6,0.15
5,0.06
4,0.06
3,0.06
2,0.05
1,0.04
0,0.04
80,1.00
79,5.16
78,4.15
77,7.16
76,2.29
75,3.04
74,1.61
73,1.26
72,2.07
71,1.37
70,2.89
69,2.73
68,0.86
67,2.42
66,1.45
65,5.16
64,1.15
63,3.60
62,2.37
61,5.06
60,2.26
59,8.77
58,1.16
57,1.09
56,0.64
55,1.81
54,2.19
53,4.02
52,5.02
51,1.79
50,2.04
49,1.93
48,1.74
47,1.06
46,2.99
45,0.42
44,0.84
43,1.47
42,1.11
41,2.10
40,1.34
39,0.68
38,0.91
37,3.38
36,0.37
35,0.34
34,0.31
33,0.42
32,0.80
31,0.88
30,0.92
29,0.27
28,0.49
27,1.14
26,0.41
25,0.56
24,0.78
23,0.48
22,0.51
21,0.24
20,0.44
19,0.87
18,0.30
17,0.18
16,0.34
15,0.19
14,0.38
13,0.30
12,0.42
11,0.40
10,0.12
9,0.14
8,0.32
7,0.17
6,0.08
5,0.07
4,0.06
3,0.06
2,0.05
1,0.05
0,0.04
80,5.16
79,3.62
78,5.00
77,3.75
76,1.72
75,16.19
74,5.71
73,6.15
72,1.01
71,4.73
70,9.14
69,2.56
68,1.63
67,5.56
66,4.29
65,2.94
64,1.96
63,1.46
62,4.30
61,2.01
60,5.81
59,5.36
58,2.78
57,1.38
56,11.04
55,1.49
54,2.41
53,4.06
52,1.07
51,1.14
50,1.82
49,0.72
48,1.51
47,2.61
46,1.41
45,2.09
44,1.95
43,1.50
42,1.52
41,1.37
40,0.60
39,0.65
38,0.38
37,3.60
36,3.40
35,0.36
34,0.46
33,0.52
32,0.42
31,0.30
30,0.87
29,0.26
28,0.87
27,0.23
26,0.25
25,0.86
24,0.44
23,0.33
22,0.29
21,0.85
20,0.61
19,1.02
18,0.40
17,0.25
16,0.19
15,0.68
14,0.24
13,0.24
12,0.13
11,0.20
10,0.14
9,0.09
8,0.11
7,0.13
6,0.10
5,0.07
4,0.06
3,0.06
2,0.04
1,0.05
0,0.05
80,4.26
79,1.67
78,8.87
77,7.65
76,3.65
75,2.41
74,0.92
73,4.84
72,2.66
71,2.41
70,4.93
69,3.01
68,0.92
67,1.99
66,4.46
65,0.74
64,0.76
63,6.22
62,1.03
61,6.52
60,2.25
59,6.64
58,3.23
57,2.38
56,0.77
55,1.39
54,15.68
53,4.76
52,1.19
51,0.62
50,1.60
49,1.19
48,3.41
47,0.51
46,2.65
45,0.48
44,0.86
43,0.57
42,1.38
41,6.05
40,1.30
39,2.25
38,0.76
37,2.29
36,0.34
35,0.86
34,1.32
33,0.87
32,0.56
31,0.58
30,1.56
29,0.29
28,0.72
27,0.89
26,0.42
25,0.51
24,1.16
23,0.72
22,0.71
21,0.65
20,0.29
19,0.79
18,0.19
17,0.71
16,0.35
15,0.23
14,0.36
13,0.82
12,0.20
11,0.12
10,0.20
9,0.27
8,0.18
7,0.22
6,0.08
5,0.06
4,0.06
3,0.05
2,0.05
1,0.05
0,0.04
80,2.75
79,3.80
78,6.67
77,4.21
76,5.98
75,13.19
74,3.58
73,8.98
72,8.70
71,5.93
70,3.22
69,4.98
68,2.36
67,8.18
66,1.98
65,1.60
64,9.44
63,2.64
62,3.33
61,2.16
60,1.71
59,0.68
58,1.02
57,1.04
56,3.52
55,0.71
54,1.39
53,7.52
52,5.98
51,1.39
50,5.00
49,1.58
48,0.56
47,4.04
46,0.43
45,0.46
44,0.80
43,0.64
42,1.27
41,1.91
40,1.69
39,0.47
38,1.90
37,3.09
36,0.71
35,0.63
34,1.37
33,0.34
32,1.37
31,0.95
30,0.32
29,0.92
28,0.39
27,0.32
26,1.16
25,0.81
24,0.34
23,0.58
22,0.36
21,0.58
20,0.34
19,0.16
18,0.68
17,0.48
16,0.25
15,0.34
14,0.21
13,0.36
12,0.60
11,0.13
10,0.40
9,0.16
8,0.23
7,0.20
6,0.08
5,0.07
4,0.06
3,0.06
2,0.05
1,0.05
0,0.04
80,7.34
79,4.56
78,2.96
77,8.45
76,4.23
75,3.34
74,4.86
73,0.90
72,1.93
71,1.25
70,9.71
69,3.99
68,2.12
67,6.54
66,1.49
65,5.74
64,0.81
63,3.04
62,0.69
61,7.58
60,2.56
59,10.06
58,4.59
57,1.32
56,11.09
55,0.83
54,1.80
53,1.58
52,2.42
51,0.72
50,2.75
49,1.57
48,5.10
47,2.77
46,2.63
45,1.33
44,0.76
43,1.11
42,0.92
41,1.74
40,2.00
39,0.81
38,0.40
37,0.38
36,1.12
35,1.05
34,2.92
33,0.64
32,0.48
31,1.06
30,0.49
29,0.65
28,0.67
27,0.65
26,0.27
25,1.27
24,0.38
23,0.53
22,0.44
21,0.20
20,0.88
19,0.19
18,0.23
17,0.72
16,0.25
15,0.55
14,0.19
13,0.64
12,0.14
11,0.17
10,0.11
9,0.33
8,0.08
7,0.10
6,0.08
5,0.07
4,0.06
3,0.06
2,0.05
1,0.05
0,0.05
80,4.81
79,5.61
78,5.76
77,1.74
76,5.23
75,4.92
74,7.64
73,1.98
72,2.88
71,5.90
70,16.63
69,4.78
68,9.56
67,2.04
66,1.09
65,1.18
64,4.33
63,1.10
62,2.49
61,0.88
60,5.78
59,4.36
58,7.89
57,1.36
56,1.77
55,0.63
54,5.95
53,6.60
52,4.87
51,2.52
50,1.55
49,0.70
48,1.62
47,0.62
46,1.66
45,4.48
44,1.30
43,0.57
42,1.18
41,0.84
40,1.16
39,1.09
38,1.38
37,1.21
36,0.40
35,0.56
34,1.70
33,0.64
32,1.37
31,0.29
30,2.40
29,0.48
28,0.68
27,1.12
26,0.76
25,0.49
24,0.52
23,0.20
22,0.55
21,0.41
20,0.34
19,0.97
18,0.73
17,0.52
16,0.36
15,0.72
14,0.18
13,0.45
12,0.18
11,0.29
10,0.10
9,0.18
8,0.26
7,0.12
6,0.10
5,0.07
4,0.06
3,0.06
2,0.06
1,0.05
0,0.05
80,3.53
79,6.09
78,2.20
77,4.80
76,2.86
75,5.93
74,0.93
73,2.49
72,6.81
71,3.26
70,6.37
69,3.56
68,4.62
67,5.07
66,5.38
65,2.31
64,10.95
63,1.05
62,6.64
61,23.47
60,2.03
59,0.92
58,7.91
57,2.52
56,1.90
55,3.80
54,2.92
53,3.47
52,0.75
51,3.57
50,0.51
49,5.43
48,0.55
47,7.14
46,1.30
45,0.76
44,0.91
43,2.58
42,0.68
41,0.92
40,3.76
39,2.45
38,0.87
37,0.32
36,0.80
35,1.18
34,1.59
33,1.16
32,1.16
31,2.43
30,0.68
29,0.84
28,0.48
27,0.27
26,0.48
25,0.23
24,0.43
23,0.86
22,0.64
21,0.67
20,0.40
19,0.60
18,0.24
17,0.56
16,0.68
15,0.68
14,0.79
13,0.21
12,0.38
11,0.18
10,0.17
9,0.10
8,0.16
7,0.21
6,0.08
5,0.07
4,0.05
3,0.06
2,0.04
1,0.04
0,0.04
80,0.99
79,10.05
78,2.16
77,2.57
76,1.20
75,10.86
74,9.92
73,1.68
72,3.19
71,13.06
70,5.04
69,3.77
68,0.88
67,2.64
66,1.66
65,0.80
64,4.26
63,1.79
62,4.78
61,0.86
60,6.25
59,1.84
58,3.21
57,0.66
56,0.75
55,1.04
54,1.00
53,0.82
52,0.65
51,4.40
50,4.00
49,1.98
48,3.25
47,9.10
46,2.64
45,0.63
44,1.90
43,1.08
42,0.43
41,0.55
40,1.56
39,5.53
38,0.32
37,0.42
36,0.44
35,0.88
34,0.32
33,0.46
32,0.54
31,0.62
30,0.64
29,0.33
28,0.59
27,0.64
26,0.90
25,0.34
24,0.48
23,0.32
22,0.38
21,0.48
20,0.59
19,0.45
18,0.21
17,0.46
16,0.68
15,0.22
14,0.20
13,0.38
12,0.39
11,0.35
10,0.32
9,0.14
8,0.13
7,0.08
6,0.11
5,0.05
4,0.06
3,0.06
2,0.04
1,0.05
0,0.05
80,6.29
79,1.22
78,2.05
77,5.08
76,3.79
75,5.39
74,1.93
73,1.68
72,13.22
71,6.22
70,6.52
69,8.80
68,7.88
67,1.82
66,3.54
65,3.64
64,0.91
63,1.22
62,4.50
61,2.77
60,2.42
59,3.96
58,0.69
57,1.18
56,3.49
55,2.00
54,5.10
53,1.74
52,0.95
51,2.59
50,5.14
49,4.05
48,3.78
47,2.78
46,2.78
45,2.36
44,1.75
43,0.89
42,1.55
41,3.57
40,2.99
39,0.38
38,0.77
37,0.80
36,0.76
35,1.19
34,0.90
33,0.62
32,0.38
31,1.00
30,1.46
29,0.57
28,0.67
27,0.26
26,0.54
25,1.64
24,0.42
23,0.26
22,0.31
21,0.49
20,0.59
19,0.24
18,0.17
17,0.24
16,0.30
15,0.21
14,0.58
13,0.29
12,0.14
11,0.15
10,0.16
9,0.22
8,0.17
7,0.18
6,0.16
5,0.07
4,0.06
3,0.06
2,0.05
1,0.05
0,0.04
80,16.44
79,1.44
78,4.00
77,3.36
76,1.73
75,2.48
74,1.22
73,6.98
72,1.64
71,4.16
70,7.29
69,3.84
68,4.80
67,4.42
66,2.65
65,2.84
64,0.89
63,5.05
62,1.77
61,0.74
60,14.30
59,9.99
58,2.18
57,2.60
56,3.80
55,4.03
54,5.00
53,2.48
52,2.10
51,2.36
50,3.44
49,1.34
48,4.24
47,4.92
46,1.76
45,0.79
44,0.98
43,2.84
42,0.40
41,2.63
40,0.62
39,0.55
38,0.77
37,0.31
36,1.02
35,0.33
34,0.76
33,0.96
32,0.57
31,0.31
30,0.59
29,0.40
28,0.24
27,1.28
26,0.53
25,0.64
24,1.19
23,0.72
22,1.08
21,0.57
20,1.64
19,0.29
18,1.09
17,0.25
16,0.39
15,0.43
14,0.18
13,0.28
12,0.18
11,0.17
10,0.16
9,0.08
8,0.44
7,0.12
6,0.10
5,0.07
4,0.05
3,0.06
2,0.05
1,0.05
0,0.05
80,1.95
79,2.60
78,9.72
77,6.09
76,1.45
75,2.98
74,2.90
73,5.48
72,1.62
71,3.06
70,6.19
69,5.12
68,2.71
67,1.45
66,2.06
65,0.91
64,1.73
63,0.66
62,2.64
61,1.68
60,2.87
59,6.50
58,2.72
57,2.91
56,3.20
55,6.79
54,2.10
53,4.32
52,2.01
51,6.25
50,1.06
49,2.26
48,2.87
47,1.81
46,2.27
45,1.56
44,2.52
43,1.07
42,1.32
41,5.73
40,0.61
39,0.76
38,0.44
37,1.74
36,0.35
35,1.62
34,0.82
33,1.12
32,1.20
31,0.54
30,0.90
29,0.83
28,0.39
27,0.50
26,0.70
25,0.26
24,1.15
23,0.62
22,0.92
21,1.04
20,0.71
19,0.26
18,0.53
17,0.28
16,0.39
15,0.26
14,0.37
13,0.28
12,0.18
11,0.22
10,0.20
9,0.32
8,0.10
7,0.19
6,0.11
5,0.08
4,0.06
3,0.05
2,0.05
1,0.05
0,0.05
80,14.27
79,1.28
78,3.14
77,3.89
76,0.94
75,7.55
74,6.45
73,7.64
72,5.32
71,3.48
70,3.46
69,6.18
68,6.52
67,6.04
66,4.06
65,5.57
64,1.94
63,6.96
62,4.45
61,3.10
60,5.01
59,2.20
58,1.63
57,1.57
56,0.87
55,3.23
54,2.01
53,2.47
52,0.74
51,1.20
50,2.62
49,2.46
48,0.46
47,0.66
46,1.60
45,0.83
44,0.87
43,2.81
42,1.35
41,6.51
40,0.50
39,0.82
38,1.83
37,1.27
36,2.39
35,0.62
34,1.62
33,0.31
32,0.52
31,0.39
30,0.59
29,0.81
28,0.50
27,1.15
26,0.42
25,0.94
24,0.30
23,1.00
22,0.69
21,0.53
20,0.70
19,0.19
18,0.60
17,0.80
16,0.42
15,1.25
14,0.23
13,0.59
12,0.28
11,0.20
10,0.39
9,0.08
8,0.19
7,0.24
6,0.09
5,0.06
4,0.06
3,0.06
2,0.04
1,0.05
0,0.05
80,20.78
79,1.48
78,5.08
77,2.89
76,4.13
75,5.16
74,1.19
73,3.52
72,2.07
71,3.37
70,4.28
69,4.99
68,1.30
67,2.24
66,1.16
65,3.31
64,5.38
63,0.65
62,3.35
61,3.85
60,1.00
59,7.95
58,1.70
57,2.32
56,6.90
55,1.52
54,0.74
53,0.53
52,1.41
51,2.80
50,1.14
49,0.67
48,1.37
47,0.50
46,0.96
45,0.86
44,1.98
43,1.19
42,1.47
41,1.03
40,0.57
39,0.51
38,0.73
37,3.79
36,1.16
35,0.66
34,0.46
33,0.64
32,0.63
31,0.57
30,0.83
29,1.16
28,0.82
27,0.68
26,0.50
25,0.27
24,0.28
23,0.44
22,0.62
21,0.20
20,0.22
19,0.38
18,0.20
17,0.21
16,0.25
15,0.43
14,0.48
13,0.25
12,0.47
11,0.19
10,0.30
9,0.12
8,0.08
7,0.09
6,0.18
5,0.06
4,0.06
3,0.06
2,0.06
1,0.05
0,0.05
80,4.60
79,6.88
78,2.48
77,7.10
76,7.23
75,1.14
74,0.83
73,1.84
72,2.41
71,2.53
70,6.56
69,6.76
68,3.84
67,2.94
66,2.44
65,2.01
64,8.44
63,2.70
62,1.29
61,1.66
60,5.81
59,2.69
58,1.30
57,4.58
56,1.25
55,1.49
54,1.39
53,2.64
52,1.06
51,2.29
50,0.59
49,3.77
48,3.84
47,0.90
46,1.62
45,0.78
44,0.56
43,1.92
42,0.79
41,2.03
40,1.91
39,1.28
38,2.09
37,1.15
36,1.57
35,0.62
34,0.29
33,1.26
32,0.49
31,0.58
30,0.60
29,0.58
28,0.48
27,0.37
26,0.32
25,0.32
24,0.58
23,0.46
22,0.52
21,0.42
20,0.54
19,0.14
18,0.28
17,0.29
16,0.65
15,0.68
14,0.29
13,0.32
12,0.29
11,0.75
10,0.17
9,0.11
8,0.30
7,0.19
6,0.07
5,0.05
4,0.06
3,0.04
2,0.05
1,0.05
0,0.04
80,3.12
79,9.32
78,4.86
77,4.68
76,1.24
75,15.27
74,2.10
73,1.90
72,12.54
71,3.88
70,6.04
69,1.38
68,1.49
67,1.00
66,5.58
65,0.91
64,3.62
63,4.78
62,4.34
61,1.57
60,1.98
59,2.68
58,3.21
57,4.65
56,1.10
55,2.50
54,2.30
53,1.82
52,0.81
51,1.09
50,4.24
49,3.27
48,5.23
47,1.61
46,2.35
45,3.41
44,6.45
43,2.23
42,1.54
41,1.22
40,0.61
39,1.42
38,1.50
37,1.22
36,0.72
35,0.64
34,2.40
33,0.38
32,0.54
31,0.37
30,0.48
29,0.47
28,0.25
27,0.22
26,0.39
25,1.11
24,0.67
23,0.27
22,1.00
21,1.15
20,0.60
19,0.68
18,0.92
17,0.54
16,1.02
15,0.42
14,0.30
13,0.67
12,0.33
11,0.32
10,0.25
9,0.08
8,0.16
7,0.09
6,0.11
5,0.07
4,0.06
3,0.06
2,0.06
1,0.05
0,0.05
80,9.61
79,11.91
78,16.54
77,7.76
76,7.06
75,0.92
74,9.88
73,1.99
72,0.98
71,2.21
70,1.18
69,1.80
68,5.65
67,2.05
66,6.13
65,0.83
64,5.01
63,5.49
62,1.81
61,2.42
60,1.86
59,0.62
58,2.20
57,3.42
56,1.18
55,3.54
54,2.48
53,2.63
52,1.47
51,1.17
50,1.70
49,2.05
48,1.82
47,1.89
46,1.02
45,0.47
44,0.48
43,2.04
42,1.04
41,0.51
40,1.47
39,0.46
38,0.67
37,0.66
36,0.87
35,1.03
34,0.63
33,0.36
32,0.31
31,3.50
30,0.39
29,0.60
28,0.55
27,0.32
26,0.40
25,0.42
24,0.68
23,0.37
22,0.52
21,0.24
20,0.32
19,0.47
18,0.19
17,0.52
16,0.49
15,0.23
14,0.19
13,0.29
12,0.45
11,0.28
10,0.34
9,0.33
8,0.10
7,0.14
6,0.13
5,0.07
4,0.06
3,0.06
2,0.04
1,0.04
0,0.05
80,2.03
79,1.82
78,4.87
77,5.52
76,1.80
75,9.85
74,12.68
73,2.52
72,1.81
71,3.14
70,8.08
69,1.38
68,8.04
67,4.14
66,2.54
65,1.11
64,1.59
63,2.86
62,6.46
61,4.41
60,1.55
59,4.28
58,7.61
57,1.04
56,6.69
55,0.66
54,1.36
53,0.76
52,2.17
51,0.78
50,1.01
49,6.12
48,3.56
47,0.92
46,0.91
45,0.96
44,1.18
43,1.02
42,2.18
41,0.82
40,1.17
39,2.67
38,0.78
37,0.39
36,0.29
35,0.51
34,2.91
33,0.52
32,0.33
31,0.46
30,0.24
29,1.43
28,1.08
27,0.38
26,0.41
25,0.23
24,0.46
23,0.32
22,0.23
21,0.38
20,0.72
19,0.17
18,0.54
17,0.20
16,0.19
15,0.65
14,0.24
13,0.23
12,0.13
11,0.17
10,0.30
9,0.13
8,0.33
7,0.10
6,0.14
5,0.08
4,0.06
3,0.06
2,0.04
1,0.05
0,0.04
80,2.49
79,7.05
78,7.96
77,2.56
76,7.02
75,1.84
74,3.80
73,1.06
72,1.76
71,2.35
70,4.55
69,1.94
68,4.22
67,2.46
66,1.59
65,1.54
64,2.56
63,5.52
62,8.01
61,1.72
60,1.23
59,1.88
58,1.32
57,0.61
56,4.55
55,0.95
54,2.94
53,2.75
52,2.38
51,2.82
50,5.24
49,1.85
48,0.86
47,3.72
46,0.62
45,2.09
44,0.81
43,3.58
42,1.19
41,3.78
40,1.24
39,0.43
38,1.25
37,0.47
36,2.09
35,1.11
34,1.76
33,0.81
32,0.46
31,0.58
30,0.79
29,0.74
28,0.88
27,1.15
26,0.42
25,0.27
24,0.26
23,0.26
22,1.11
21,0.68
20,0.59
19,0.52
18,0.24
17,0.54
16,0.36
15,0.50
14,0.35
13,0.14
12,0.13
11,0.26
10,0.33
9,0.11
8,0.10
7,0.23
6,0.12
5,0.06
4,0.06
3,0.05
2,0.05
1,0.05
0,0.05
80,5.96
79,7.23
78,6.62
77,4.07
76,8.12
75,8.97
74,4.52
73,3.20
72,3.82
71,2.49
70,4.72
69,6.77
68,2.58
67,7.82
66,1.56
65,1.64
64,4.11
63,0.96
62,1.57
61,2.16
60,5.73
59,0.74
58,1.66
57,4.76
56,2.21
55,3.56
54,1.06
53,2.49
52,1.42
51,1.32
50,6.64
49,2.59
48,3.52
47,2.04
46,1.81
45,0.84
44,0.85
43,0.75
42,0.93
41,1.16
40,1.48
39,0.48
38,1.01
37,0.39
36,0.57
35,1.08
34,0.70
33,0.94
32,0.34
31,0.35
30,0.84
29,0.42
28,0.53
27,0.71
26,0.44
25,0.34
24,0.28
23,0.22
22,0.31
21,0.31
20,0.19
19,0.67
18,0.20
17,0.48
16,0.23
15,0.18
14,0.43
13,0.65
12,0.22
11,0.24
10,0.26
9,0.15
8,0.12
7,0.20
6,0.09
5,0.06
4,0.06
3,0.05
2,0.05
1,0.05
0,0.05
80,5.48
79,1.67
78,5.46
77,9.45
76,2.86
75,4.07
74,2.63
73,4.49
72,2.54
71,3.65
70,6.15
69,4.92
68,4.63
67,1.70
66,1.25
65,5.39
64,4.64
63,2.05
62,6.61
61,1.01
60,2.90
59,2.00
58,2.16
57,1.74
56,1.29
55,1.60
54,10.57
53,3.52
52,1.40
51,4.77
50,3.31
49,1.21
48,0.86
47,0.64
46,0.57
45,0.67
44,1.41
43,0.66
42,0.57
41,1.95
40,1.13
39,0.60
38,1.02
37,0.77
36,0.52
35,0.36
34,0.69
33,0.39
32,0.70
31,1.99
30,1.84
29,0.27
28,0.34
27,0.88
26,1.44
25,0.62
24,0.95
23,0.32
22,0.66
21,1.57
20,1.61
19,0.68
18,0.38
17,0.17
16,0.46
15,0.20
14,0.69
13,0.32
12,0.37
11,0.23
10,0.17
9,0.11
8,0.12
7,0.24
6,0.07
5,0.07
4,0.06
3,0.06
2,0.05
1,0.05
0,0.04
80,2.88
79,9.75
78,5.96
77,5.28
76,4.18
75,6.41
74,2.12
73,14.97
72,11.49
71,1.15
70,9.78
69,1.49
68,1.22
67,1.93
66,5.62
65,10.27
64,3.92
63,2.17
62,1.75
61,0.68
60,1.20
59,2.59
58,0.90
57,2.32
56,3.46
55,2.05
54,1.86
53,2.74
52,0.92
51,4.77
50,1.18
49,1.62
48,0.46
47,5.60
46,0.74
45,1.68
44,2.16
43,1.16
42,0.86
41,1.37
40,0.51
39,0.42
38,0.88
37,0.48
36,2.01
35,0.75
34,1.08
33,0.36
32,1.00
31,0.79
30,0.45
29,0.96
28,0.76
27,0.46
26,1.44
25,0.30
24,0.25
23,0.89
22,0.29
21,0.32
20,0.67
19,0.37
18,0.32
17,0.25
16,0.38
15,0.30
14,0.27
13,0.12
12,0.25
11,0.12
10,0.32
9,0.36
8,0.19
7,0.20
6,0.11
5,0.06
4,0.06
3,0.06
2,0.04
1,0.05
0,0.04
80,3.34
79,3.82
78,4.78
77,11.33
76,3.04
75,1.44
74,5.80
73,2.57
72,2.70
71,1.55
70,1.55
69,2.09
68,6.66
67,9.68
66,7.31
65,2.59
64,0.70
63,1.29
62,16.30
61,1.65
60,6.79
59,2.30
58,3.61
57,3.07
56,5.15
55,3.53
54,0.77
53,1.54
52,2.66
51,1.12
50,0.74
49,2.06
48,2.30
47,0.83
46,2.29
45,2.57
44,1.96
43,2.25
42,0.38
41,2.99
40,0.75
39,0.60
38,0.73
37,1.14
36,1.01
35,0.93
34,0.95
33,0.57
32,0.44
31,0.57
30,1.21
29,0.28
28,0.24
27,0.37
26,0.52
25,0.67
24,0.28
23,0.47
22,0.28
21,1.52
20,0.19
19,0.58
18,0.54
17,0.35
16,0.70
15,0.28
14,0.15
13,0.34
12,0.74
11,0.15
10,0.13
9,0.42
8,0.23
7,0.25
6,0.17
5,0.07
4,0.06
3,0.06
2,0.05
1,0.05
0,0.05
80,2.32
79,2.21
78,6.81
77,4.69
76,6.20
75,8.28
74,2.62
73,0.90
72,1.76
71,1.42
70,2.77
69,3.38
68,3.54
67,2.04
66,1.52
65,2.02
64,10.56
63,1.52
62,1.83
61,0.91
60,6.98
59,1.20
58,5.91
57,2.28
56,0.76
55,1.49
54,1.40
53,3.63
52,1.61
51,1.38
50,3.37
49,2.09
48,1.49
47,1.90
46,4.23
45,2.20
44,1.30
43,0.77
42,2.34
41,0.44
40,0.93
39,1.10
38,0.76
37,0.48
36,1.63
35,0.88
34,0.33
33,0.58
32,0.93
31,0.39
30,0.80
29,0.58
28,0.80
27,0.62
26,0.37
25,0.46
24,0.99
23,0.98
22,0.43
21,0.68
20,0.20
19,0.60
18,0.75
17,0.34
16,0.34
15,0.61
14,0.81
13,0.25
12,0.11
11,0.18
10,0.18
9,0.11
8,0.13
7,0.24
6,0.11
5,0.06
4,0.06
3,0.05
2,0.05
1,0.05
0,0.05
80,3.41
79,3.68
78,3.42
77,2.56
76,2.45
75,2.27
74,5.46
73,5.06
72,3.19
71,5.87
70,2.33
69,4.35
68,13.48
67,4.85
66,2.21
65,1.55
64,2.08
63,2.41
62,1.47
61,1.89
60,1.13
59,3.50
58,1.12
57,2.68
56,4.02
55,3.78
54,7.67
53,2.07
52,0.59
51,1.12
50,1.12
49,4.58
48,0.62
47,2.82
46,5.30
45,1.00
44,2.86
43,0.51
42,0.60
41,1.39
40,0.35
39,2.68
38,0.56
37,1.15
36,3.24
35,2.46
34,0.78
33,0.58
32,0.42
31,0.32
30,0.34
29,3.07
28,0.93
27,0.44
26,2.83
25,0.28
24,0.44
23,0.19
22,0.46
21,0.28
20,0.25
19,0.60
18,0.20
17,0.54
16,0.54
15,0.30
14,0.32
13,0.32
12,0.24
11,0.22
10,0.40
9,0.11
8,0.46
7,0.14
6,0.10
5,0.07
4,0.05
3,0.06
2,0.04
1,0.05
0,0.05
80,5.15
79,1.84
78,5.68
77,10.82
76,2.77
75,7.51
74,19.87
73,5.28
72,1.68
71,1.79
70,4.44
69,1.14
68,6.55
67,4.74
66,3.49
65,9.16
64,1.79
63,1.43
62,1.30
61,1.72
60,4.74
59,3.77
58,4.46
57,1.34
56,4.54
55,2.02
54,3.04
53,2.61
52,2.09
51,1.28
50,2.32
49,3.71
48,4.24
47,5.10
46,0.51
45,0.70
44,1.24
43,0.82
42,1.85
41,3.75
40,2.37
39,2.69
38,0.43
37,0.47
36,0.68
35,1.73
34,1.19
33,2.58
32,0.46
31,3.00
30,0.32
29,0.28
28,0.55
27,0.39
26,0.45
25,0.23
24,0.70
23,0.34
22,0.64
21,0.51
20,0.61
19,0.44
18,0.36
17,0.27
16,0.18
15,0.52
14,0.16
13,0.16
12,0.20
11,0.38
10,0.30
9,0.09
8,0.18
7,0.24
6,0.07
5,0.07
4,0.06
3,0.05
2,0.05
1,0.05
0,0.05
80,16.07
79,4.08
78,6.24
77,0.98
76,15.67
75,16.33
74,6.78
73,11.00
72,2.87
71,3.84
70,9.72
69,3.20
68,7.40
67,7.83
66,7.93
65,1.73
64,7.33
63,7.56
62,2.36
61,8.22
60,1.09
59,3.79
58,3.40
57,1.60
56,4.61
55,12.55
54,2.15
53,2.07
52,3.67
51,2.44
50,3.08
49,3.88
48,5.74
47,2.57
46,2.77
45,4.03
44,0.68
43,0.54
42,0.58
41,0.64
40,3.16
39,1.49
38,1.26
37,0.82
